"","newx","mle"
"387",-2.61898628554933,0
"388",-2.61540852981241,0
"389",-2.61183077407549,0
"390",-2.60825301833857,0
"391",-2.60467526260165,0
"392",-2.60109750686473,0
"393",-2.59751975112782,0
"394",-2.5939419953909,0
"395",-2.59036423965398,0
"396",-2.58678648391706,0
"397",-2.58320872818014,0
"398",-2.57963097244322,0
"399",-2.5760532167063,0
"400",-2.57247546096938,0
"401",-2.56889770523247,0
"402",-2.56531994949555,0
"403",-2.56174219375863,0
"404",-2.55816443802171,0
"405",-2.55458668228479,0
"406",-2.55100892654787,0
"407",-2.54743117081095,0
"408",-2.54385341507403,0
"409",-2.54027565933711,0
"410",-2.5366979036002,0
"411",-2.53312014786328,0
"412",-2.52954239212636,0
"413",-2.52596463638944,0
"414",-2.52238688065252,0
"415",-2.5188091249156,0
"416",-2.51523136917868,0
"417",-2.51165361344176,0
"418",-2.50807585770484,0
"419",-2.50449810196793,0
"420",-2.50092034623101,0
"421",-2.49734259049409,0
"422",-2.49376483475717,0
"423",-2.49018707902025,0
"424",-2.48660932328333,0
"425",-2.48303156754641,0
"426",-2.47945381180949,0
"427",-2.47587605607258,0
"428",-2.47229830033566,0
"429",-2.46872054459874,0
"430",-2.46514278886182,0
"431",-2.4615650331249,0
"432",-2.45798727738798,0
"433",-2.45440952165106,0
"434",-2.45083176591414,0
"435",-2.44725401017722,0
"436",-2.44367625444031,0
"437",-2.44009849870339,0
"438",-2.43652074296647,0
"439",-2.43294298722955,0
"440",-2.42936523149263,0
"441",-2.42578747575571,0
"442",-2.42220972001879,0
"443",-2.41863196428187,0
"444",-2.41505420854496,0
"445",-2.41147645280804,0
"446",-2.40789869707112,0
"447",-2.4043209413342,0
"448",-2.40074318559728,0
"449",-2.39716542986036,0
"450",-2.39358767412344,0
"451",-2.39000991838652,0
"452",-2.3864321626496,0
"453",-2.38285440691269,0
"454",-2.37927665117577,0
"455",-2.37569889543885,0
"456",-2.37212113970193,0
"457",-2.36854338396501,0
"458",-2.36496562822809,0
"459",-2.36138787249117,0
"460",-2.35781011675425,0
"461",-2.35423236101733,0
"462",-2.35065460528042,0
"463",-2.3470768495435,0
"464",-2.34349909380658,0
"465",-2.33992133806966,0
"466",-2.33634358233274,0
"467",-2.33276582659582,0
"468",-2.3291880708589,0
"469",-2.32561031512198,0
"470",-2.32203255938507,0
"471",-2.31845480364815,0
"472",-2.31487704791123,0
"473",-2.31129929217431,0
"474",-2.30772153643739,0
"475",-2.30414378070047,0
"476",-2.30056602496355,0
"477",-2.29698826922663,0
"478",-2.29341051348971,0
"479",-2.2898327577528,0
"480",-2.28625500201588,0
"481",-2.28267724627896,0
"482",-2.27909949054204,0
"483",-2.27552173480512,0
"484",-2.2719439790682,0
"485",-2.26836622333128,0
"486",-2.26478846759436,0
"487",-2.26121071185745,0
"488",-2.25763295612053,0
"489",-2.25405520038361,0
"490",-2.25047744464669,0
"491",-2.24689968890977,0
"492",-2.24332193317285,0
"493",-2.23974417743593,0
"494",-2.23616642169901,0
"495",-2.23258866596209,0
"496",-2.22901091022518,0
"497",-2.22543315448826,0
"498",-2.22185539875134,0
"499",-2.21827764301442,0
"500",-2.2146998872775,0
"501",-2.2146998871775,0.0332771881184298
"502",-2.20544874960699,0.0337208513134802
"503",-2.19619761203649,0.0341704295825429
"504",-2.18694647446598,0.0346260017874684
"505",-2.17769533689548,0.0350876478415213
"506",-2.16844419932497,0.0355554487233979
"507",-2.15919306175447,0.0360294864914308
"508",-2.14994192418396,0.0365098442979836
"509",-2.14069078661346,0.0369966064040362
"510",-2.13143964904295,0.0374898581939657
"511",-2.12218851147244,0.0379896861905238
"512",-2.11293737390194,0.0384961780700139
"513",-2.10368623633143,0.0390094226776709
"514",-2.09443509876093,0.0395295100432456
"515",-2.08518396119042,0.0400565313967971
"516",-2.07593282361992,0.0405905791846959
"517",-2.06668168604941,0.04113174708584
"518",-2.05743054847891,0.0416801300280875
"519",-2.0481794109084,0.0422358242049082
"520",-2.03892827333789,0.042798927092257
"521",-2.02967713576739,0.0433695374656726
"522",-2.02042599819688,0.0439477554176041
"523",-2.01117486062638,0.0445336823749683
"524",-2.00192372305587,0.0451274211169413
"525",-1.99267258548537,0.0457290757929877
"526",-1.98342144791486,0.046338751941129
"527",-1.97417031034436,0.0469565565064571
"528",-1.96491917277385,0.0475825978598935
"529",-1.95566803520334,0.0482169858171989
"530",-1.94641689763284,0.0488598316582365
"531",-1.93716576006233,0.0495112481464918
"532",-1.92791462249183,0.0501713495488528
"533",-1.91866348492132,0.0508402516556539
"534",-1.90941234735082,0.051518071800987
"535",-1.90016120978031,0.0522049288832837
"536",-1.89091007220981,0.052900943386171
"537",-1.8816589346393,0.0536062373996063
"538",-1.87240779706879,0.0543209346412932
"539",-1.86315665949829,0.0550451604783835
"540",-1.85390552192778,0.0557790419494678
"541",-1.84465438435728,0.05652270778686
"542",-1.83540324678677,0.0572762884391787
"543",-1.82615210921627,0.0580399160942293
"544",-1.81690097164576,0.0588137247021916
"545",-1.80764983407526,0.0595978499991165
"546",-1.79839869650475,0.0603924295307356
"547",-1.78914755893424,0.0611976026765887
"548",-1.77989642136374,0.0620135106744727
"549",-1.77064528379323,0.0628402966452168
"550",-1.76139414622273,0.0636781056177872
"551",-1.75214300865222,0.0645270845547274
"552",-1.74289187108172,0.0653873823779374
"553",-1.73364073351121,0.0662591499947966
"554",-1.7243895959407,0.0671425403246344
"555",-1.7151384583702,0.0680377083255548
"556",-1.70588732079969,0.0689448110216178
"557",-1.69663618322919,0.0698640075303834
"558",-1.68738504565868,0.070795459090823
"559",-1.67813390808818,0.0717393290916029
"560",-1.66888277051767,0.0726957830997444
"561",-1.65963163294717,0.0736649888896669
"562",-1.65038049537666,0.0746471164726174
"563",-1.64112935780615,0.0756423381264926
"564",-1.63187822023565,0.076650828426059
"565",-1.62262708266514,0.0776727642735753
"566",-1.61337594509464,0.0787083249298233
"567",-1.60412480752413,0.0797576920455529
"568",-1.59487366995363,0.0808210496933459
"569",-1.58562253238312,0.0818985843999041
"570",-1.57637139481262,0.0829904851787696
"571",-1.56712025724211,0.0840969435634792
"572",-1.5578691196716,0.0852181536411625
"573",-1.5486179821011,0.0863543120865869
"574",-1.53936684453059,0.0875056181966574
"575",-1.53011570696009,0.0886722739253753
"576",-1.52086456938958,0.0898544839192639
"577",-1.51161343181908,0.0910524555532658
"578",-1.50236229424857,0.0922663989671197
"579",-1.49311115667807,0.0934965271022212
"580",-1.48386001910756,0.0947430557389757
"581",-1.47460888153705,0.0960062035346487
"582",-1.46535774396655,0.0972861920617217
"583",-1.45610660639604,0.0985832458467585
"584",-1.44685546882554,0.09989759240979
"585",-1.43760433125503,0.101229462304224
"586",-1.42835319368453,0.102579089157289
"587",-1.41910205611402,0.103946709711013
"588",-1.40985091854352,0.105332563863751
"589",-1.40059978097301,0.106736894712268
"590",-1.3913486434025,0.108159948594383
"591",-1.382097505832,0.109601975132175
"592",-1.37284636826149,0.111063227275773
"593",-1.36359523069099,0.112543961347727
"594",-1.35434409312048,0.114044437087969
"595",-1.34509295554998,0.115564917699375
"596",-1.33584181797947,0.117105669893934
"597",-1.32659068040897,0.118666963939535
"598",-1.31733954283846,0.120249073707373
"599",-1.30808840526795,0.12185227671999
"600",-1.29883726769745,0.123476854199954
"601",-1.28958613012694,0.125123091119197
"602",-1.28033499255644,0.126791276248991
"603",-1.27108385498593,0.128481702210612
"604",-1.26183271741543,0.130194665526665
"605",-1.25258157984492,0.131930466673099
"606",-1.24333044227442,0.133689410131914
"607",-1.23407930470391,0.135471804444572
"608",-1.2248281671334,0.137277962266117
"609",-1.2155770295629,0.139108200420021
"610",-1.20632589199239,0.140962839953758
"611",-1.19707475442189,0.142842206195121
"612",-1.18782361685138,0.144746628809287
"613",-1.17857247928088,0.146676441856644
"614",-1.16932134171037,0.148631983851393
"615",-1.16007020413987,0.150613597820923
"616",-1.15081906656936,0.152621631365989
"617",-1.14156792899885,0.154656436721678
"618",-1.13231679142835,0.1567183708192
"619",-1.12306565385784,0.158807795348499
"620",-1.11381451628734,0.160925076821695
"621",-1.10456337871683,0.163070586637379
"622",-1.09531224114633,0.165244701145756
"623",-1.08606110357582,0.167447801714667
"624",-1.07680996600532,0.169680274796482
"625",-1.06755882843481,0.171942511995891
"626",-1.0583076908643,0.174234910138595
"627",-1.0490565532938,0.176557871340914
"628",-1.03980541572329,0.178911803080328
"629",-1.03055427815279,0.181297118266946
"630",-1.02130314058228,0.183714235315943
"631",-1.01205200301178,0.186163578220952
"632",-1.00280086544127,0.188645576628437
"633",-0.993549727870765,0.191160665913062
"634",-0.98429859030026,0.193709287254057
"635",-0.975047452729754,0.196291887712612
"636",-0.965796315159249,0.198908920310291
"637",-0.956545177588743,0.201560844108505
"638",-0.947294040018238,0.204248124289029
"639",-0.938042902447732,0.206971232235609
"640",-0.928791764877226,0.209730645616642
"641",-0.919540627306721,0.212526848468972
"642",-0.910289489736215,0.215360331282789
"643",-0.90103835216571,0.218231591087674
"644",-0.891787214595204,0.221141131539779
"645",-0.882536077024699,0.224089463010179
"646",-0.873284939454193,0.227077102674396
"647",-0.864033801883688,0.230104574603117
"648",-0.854782664313182,0.233172409854125
"649",-0.845531526742676,0.236281146565451
"650",-0.836280389172171,0.239431330049774
"651",-0.827029251601665,0.242623512890073
"652",-0.81777811403116,0.245858255036557
"653",-0.808526976460654,0.249136123904889
"654",-0.799275838890149,0.252457694475718
"655",-0.790024701319643,0.255823549395537
"656",-0.780773563749138,0.259234279078887
"657",-0.771522426178632,0.262690481811925
"658",-0.762271288608126,0.266192763857368
"659",-0.753020151037621,0.269741739560842
"660",-0.743769013467115,0.273338031458647
"661",-0.73451787589661,0.276982270386952
"662",-0.725266738326104,0.280675095592461
"663",-0.716015600755598,0.284417154844536
"664",-0.706764463185093,0.288209104548832
"665",-0.697513325614587,0.292051609862432
"666",-0.688262188044082,0.295945344810531
"667",-0.679011050473576,0.299890992404662
"668",-0.669759912903071,0.303889244762511
"669",-0.660508775332565,0.307940803229318
"670",-0.65125763776206,0.312046378500909
"671",-0.642006500191554,0.316206690748354
"672",-0.632755362621048,0.320422469744297
"673",-0.623504225050543,0.32469445499097
"674",-0.614253087480037,0.329023395849908
"675",-0.605001949909532,0.333410051673399
"676",-0.595750812339026,0.337855191937681
"677",-0.58649967476852,0.3412682368075
"678",-0.577248537198015,0.342453723268246
"679",-0.567997399627509,0.343643327833161
"680",-0.558746262057004,0.344837064807581
"681",-0.549495124486498,0.346034948546534
"682",-0.540243986915993,0.347236993454916
"683",-0.530992849345487,0.348443213987661
"684",-0.521741711774982,0.349653624649918
"685",-0.512490574204476,0.35086823999722
"686",-0.503239436633971,0.352087074635667
"687",-0.493988299063465,0.353310143222093
"688",-0.484737161492959,0.35453746046425
"689",-0.475486023922454,0.355769041120977
"690",-0.466234886351948,0.357004900002387
"691",-0.456983748781443,0.358245051970036
"692",-0.447732611210937,0.359489511937107
"693",-0.438481473640432,0.360738294868588
"694",-0.429230336069926,0.361991415781451
"695",-0.41997919849942,0.363248889744835
"696",-0.410728060928915,0.364510731880224
"697",-0.401476923358409,0.365776957361631
"698",-0.392225785787904,0.367047581415782
"699",-0.382974648217398,0.368322619322294
"700",-0.373723510646893,0.369602086413863
"701",-0.364472373076387,0.370885998076449
"702",-0.355221235505881,0.372174369749457
"703",-0.345970097935376,0.373467216925925
"704",-0.33671896036487,0.374764555152711
"705",-0.327467822794365,0.376066400030679
"706",-0.318216685223859,0.377372767214887
"707",-0.308965547653354,0.378683672414776
"708",-0.299714410082848,0.379999131394354
"709",-0.290463272512343,0.381319159972395
"710",-0.281212134941837,0.382643774022619
"711",-0.271960997371332,0.38397298947389
"712",-0.262709859800826,0.385306822310406
"713",-0.25345872223032,0.386645288571887
"714",-0.244207584659815,0.387988404353775
"715",-0.234956447089309,0.389336185807422
"716",-0.225705309518804,0.390688649140286
"717",-0.216454171948298,0.392045810616127
"718",-0.207203034377792,0.393407686555199
"719",-0.197951896807287,0.394774293334451
"720",-0.188700759236781,0.396145647387722
"721",-0.179449621666276,0.397521765205938
"722",-0.17019848409577,0.398902663337308
"723",-0.160947346525265,0.40028835838753
"724",-0.151696208954759,0.401678867019983
"725",-0.142445071384254,0.403074205955931
"726",-0.133193933813748,0.404474391974727
"727",-0.123942796243242,0.405879441914007
"728",-0.114691658672737,0.4072893726699
"729",-0.105440521102231,0.408704201197228
"730",-0.0961893835317258,0.410123944509708
"731",-0.0869382459612202,0.411548619680162
"732",-0.0776871083907147,0.412978243840716
"733",-0.0684359708202091,0.41441283418301
"734",-0.0591848332497036,0.415852407958405
"735",-0.049933695679198,0.416880038079638
"736",-0.0406825581086925,0.417704169235609
"737",-0.0314314205381869,0.418529929618457
"738",-0.0221802829676814,0.419357322449004
"739",-0.0129291453971754,0.42018635095444
"740",-0.00367800782666983,0.421017018368334
"741",0.00557312974383573,0.421849327930649
"742",0.0148242673143413,0.422683282887751
"743",0.0240754048848468,0.423518886492425
"744",0.0333265424553524,0.424356142003888
"745",0.0425776800258579,0.425195052687797
"746",0.0518288175963635,0.426035621816267
"747",0.061079955166869,0.42687785266788
"748",0.0703310927373746,0.427721748527703
"749",0.0795822303078801,0.428567312687292
"750",0.0888333678783857,0.429414548444714
"751",0.0980845054488912,0.430263459104556
"752",0.107335643019397,0.431114047977934
"753",0.116586780589902,0.431966318382515
"754",0.125837918160408,0.432820273642521
"755",0.135089055730913,0.433675917088746
"756",0.144340193301419,0.434533252058571
"757",0.153591330871925,0.435392281895972
"758",0.16284246844243,0.436253009951536
"759",0.172093606012936,0.437115439582477
"760",0.181344743583441,0.437979574152642
"761",0.190595881153947,0.438845417032529
"762",0.199847018724452,0.439712971599301
"763",0.209098156294958,0.440582241236795
"764",0.218349293865463,0.441453229335538
"765",0.227600431435969,0.442325939292762
"766",0.236851569006475,0.443200374512411
"767",0.24610270657698,0.444076538405162
"768",0.255353844147486,0.444954434388433
"769",0.264604981717991,0.445834065886397
"770",0.273856119288497,0.446715436329998
"771",0.283107256859002,0.447598549156961
"772",0.292358394429508,0.448483407811809
"773",0.301609532000013,0.449370015745872
"774",0.310860669570519,0.450258376417306
"775",0.320111807141024,0.4511484932911
"776",0.32936294471153,0.452040369839096
"777",0.338614082282036,0.452934009539998
"778",0.347865219852542,0.453829415879387
"779",0.357116357423047,0.454726592349735
"780",0.366367494993553,0.455625542450417
"781",0.375618632564058,0.456526269687729
"782",0.384869770134564,0.457428777574896
"783",0.394120907705069,0.458333069632088
"784",0.403372045275575,0.459239149386437
"785",0.41262318284608,0.460147020372044
"786",0.421874320416586,0.46105668613
"787",0.431125457987092,0.461968150208393
"788",0.440376595557597,0.462881416162328
"789",0.449627733128103,0.463796487553938
"790",0.458878870698608,0.464713367952395
"791",0.468130008269114,0.465632060933931
"792",0.477381145839619,0.466552570081845
"793",0.486632283410125,0.467474898986521
"794",0.49588342098063,0.46839905124544
"795",0.505134558551136,0.469325030463196
"796",0.514385696121642,0.470252840251507
"797",0.523636833692147,0.471182484229235
"798",0.532887971262653,0.472113966022391
"799",0.542139108833158,0.473047289264158
"800",0.551390246403664,0.4739824575949
"801",0.560641383974169,0.474919474662178
"802",0.569892521544675,0.475858344120763
"803",0.57914365911518,0.476799069632653
"804",0.588394796685686,0.477741654867083
"805",0.597645934256192,0.475578100551421
"806",0.606897071826697,0.468911117408351
"807",0.616148209397203,0.462337596651751
"808",0.625399346967708,0.455856228061165
"809",0.634650484538214,0.449465719783717
"810",0.643901622108719,0.443164798076617
"811",0.653152759679225,0.436952207053286
"812",0.662403897249731,0.430826708433031
"813",0.671655034820236,0.424787081294235
"814",0.680906172390742,0.418832121831008
"815",0.690157309961247,0.412960643113241
"816",0.699408447531753,0.407171474850038
"817",0.708659585102259,0.401463463156445
"818",0.717910722672764,0.395835470323472
"819",0.72716186024327,0.390286374591319
"820",0.736412997813775,0.38481506992579
"821",0.745664135384281,0.379420465797847
"822",0.754915272954786,0.374101486966238
"823",0.764166410525292,0.36885707326319
"824",0.773417548095797,0.363686179383097
"825",0.782668685666303,0.358587774674169
"826",0.791919823236809,0.353560842933007
"827",0.801170960807314,0.348604382202055
"828",0.81042209837782,0.343717404569892
"829",0.819673235948325,0.338898935974324
"830",0.828924373518831,0.334148016008234
"831",0.838175511089336,0.329463697728157
"832",0.847426648659842,0.32484504746554
"833",0.856677786230347,0.320291144640638
"834",0.865928923800853,0.315801081579035
"835",0.875180061371359,0.311373963330719
"836",0.884431198941864,0.30700890749171
"837",0.89368233651237,0.302705044028178
"838",0.902933474082875,0.298461515103028
"839",0.912184611653381,0.29427747490492
"840",0.921435749223886,0.290152089479684
"841",0.930686886794392,0.286084536564097
"842",0.939938024364897,0.282074005421989
"843",0.949189161935403,0.278119696682655
"844",0.958440299505908,0.274220822181519
"845",0.967691437076414,0.270376604803042
"846",0.97694257464692,0.26658627832583
"847",0.986193712217425,0.26284908726991
"848",0.995444849787931,0.259164286746152
"849",1.00469598735844,0.255531142307796
